id,source,title,content,category
708,netflix_titles.csv,Michael,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.
    
Genre: Drama, Thriller
Type: movie
Release Year: 2011
Director: Ribhu Dasgupta
Actors: Mahie Gill, Naseeruddin Shah, Rudranil Ghosh, Churni Ganguly Mahie Gill Naseeruddin Shah Rudranil Ghosh Churni Ganguly
IMDB Rating: 5.3
Available in 115 countries",Drama
709,netflix_titles.csv,Rita the Mosquito,"Rita, a vivacious co-ed is in love with her music teacher, a man who leads a double life - bespectacled professor by day and composer of rock songs by night. Will Rita win his heart?
    
Genre: Comedy, Musical, Romance
Type: movie
Release Year: 1966
Director: Lina Wertmüller
Actors: Rita Pavone, Giancarlo Giannini, Peppino De Filippo, Nino Taranto, Bice Valori Rita Pavone Giancarlo Giannini Peppino De Filippo Nino Taranto Bice Valori
IMDB Rating: 5.5
Available in 32 countries",Comedy
710,netflix_titles.csv,Ramayya Vastavayya,"Nandu, a happy-go-lucky college student falls head over heels in love with Akarsha and goes all out to woo her. But only after Akarsha falls for him does she realize that he has revenge on his mind.
    
Genre: Action, Comedy, Drama
Type: movie
Release Year: 2013
Director: Harish Shankar
Actors: N.T. Rama Rao Jr., Samantha Ruth Prabhu, Shruti Haasan, Mukesh Rishi, Rao Ramesh NT Rama Rao Jr Samantha Ruth Prabhu Shruti Haasan Mukesh Rishi Rao Ramesh
IMDB Rating: 5.1
Available in 60 countries",Action
711,netflix_titles.csv,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.
    
Genre: Biography, Drama, Sport
Type: movie
Release Year: 2014
Director: Angelina Jolie
Actors: Jack O'Connell, Alex Russell, Domhnall Gleeson, Garrett Hedlund, MIYAVI Jack OConnell Alex Russell Domhnall Gleeson Garrett Hedlund MIYAVI
IMDB Rating: 7.2
Available in 111 countries",Biography
712,netflix_titles.csv,The SpongeBob Movie: Sponge Out of Water The SpongeBob Movie Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.
    
Genre: Adventure, Animation, Comedy
Type: movie
Release Year: 2015
Director: Paul Tibbitt
Actors: Tom Kenny, Bill Fagerbakke, Rodger Bumpass, Clancy Brown, Mr. Lawrence Tom Kenny Bill Fagerbakke Rodger Bumpass Clancy Brown Mr Lawrence
IMDB Rating: 6.0
Available in 126 countries",Adventure
713,netflix_titles.csv,Boss,"Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.
    
Genre: Action, Drama
Type: movie
Release Year: 2013
Director: Anthony D'Souza Anthony DSouza
Actors: Akshay Kumar, Shiv Panditt, Mithun Chakraborty, Ronit Roy, Aditi Rao Hydari Akshay Kumar Shiv Panditt Mithun Chakraborty Ronit Roy Aditi Rao Hydari
IMDB Rating: 5.1
Available in 118 countries",Action
714,netflix_titles.csv,Aziz Ansari: Buried Alive Aziz Ansari Buried Alive,"Standup comedian Aziz Ansari (""Parks and Recreation"") headlines his third standup special, where he shares his uniquely hilarious perspective on fears of adulthood, babies, marriage, and more. Ansari's look at life on the cusp of 30 years old is smart, unfiltered, and hysterical.
    
Genre: Comedy
Type: movie
Release Year: 2013
Director: Will Lovelace
Actors: Aziz Ansari
IMDB Rating: 7.2
Available in 95 countries",Comedy
715,netflix_titles.csv,Addicted,"A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.
    
Genre: Drama, Romance, Thriller
Type: movie
Release Year: 2014
Director: Bille Woodruff
Actors: Boris Kodjoe, Brandon Gonzales, Cameron Mills, Emayatzy Corinealdi, Garrett Hines Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines
IMDB Rating: 5.0
Available in 45 countries",Drama
716,netflix_titles.csv,Gori Tere Pyaar Mein! Gori Tere Pyaar Mein,"Sriram Venkat is the most shallow guy on earth who doesn't value relationships, family, friends, life or the country. Not necessarily in that order. Because he couldn't care less about the order. This makes him the clear 'black' sheep of the family.
    
Genre: Comedy, Drama, Romance
Type: movie
Release Year: 2013
Director: Punit Malhotra
Actors: Kareena Kapoor Khan, Imran Khan, Anupam Kher, Nizhalgal Ravi, Kalyani Natarajan Kareena Kapoor Khan Imran Khan Anupam Kher Nizhalgal Ravi Kalyani Natarajan
IMDB Rating: 4.9
Available in 128 countries",Comedy
717,netflix_titles.csv,The Purge: Anarchy The Purge Anarchy,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.
    
Genre: Action, Horror, Sci-Fi
Type: movie
Release Year: 2014
Director: James DeMonaco
Actors: Frank Grillo, Carmen Ejogo, Zach Gilford, Michael Kenneth Williams, Kiele Sanchez Frank Grillo Carmen Ejogo Zach Gilford Michael Kenneth Williams Kiele Sanchez
IMDB Rating: 6.4
Available in 66 countries",Action
718,netflix_titles.csv,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.
    
Genre: Action, Sci-Fi, Thriller
Type: movie
Release Year: 2014
Director: Luc Besson
Actors: Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked, Julian Rhind-Tutt Scarlett Johansson Morgan Freeman Choi Minsik Amr Waked Julian RhindTutt
IMDB Rating: 6.4
Available in 86 countries",Action
719,netflix_titles.csv,When Marnie Was There,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.
    
Genre: Animation, Drama, Family
Type: movie
Release Year: 2014
Director: Hiromasa Yonebayashi
Actors: Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima, Toshie Negishi Sara Takatsuki Kasumi Arimura Nanako Matsushima Susumu Terajima Toshie Negishi
IMDB Rating: 7.6
Available in 128 countries",Animation
720,netflix_titles.csv,"Io, mammeta e tu Io mammeta e tu","In 1950s Naples, a couple struggles to be together against the will of the mother-in-law. In the end, not only will they be together, but the mother-in-law-to-be, a widow, finds love as well.
    
Genre: Comedy, Romance
Type: movie
Release Year: 1958
Director: Carlo Ludovico Bragaglia
Actors: Marisa Merlini, Renato Salvatori, Domenico Modugno, Rossella Como, Dolores Palumbo Marisa Merlini Renato Salvatori Domenico Modugno Rossella Como Dolores Palumbo
IMDB Rating: 6.1
Available in 23 countries",Comedy
721,netflix_titles.csv,Lisa dagli occhi blu,"A university student, Mario Buongiovanni, tries to do various jobs to pay for his studies: selling encyclopedias, singing in night clubs, being a tour guide. He then became a science teacher in a female college, where he met Lisa, the daughter of a Lombard industrialist, whom he fell in love with. But Lisa's father, unfortunately, already has in mind for her a marriage with a very rich suitor ...
    
Genre: Comedy, Musical
Type: movie
Release Year: 1969
Director: Bruno Corbucci
Actors: Silvia Dionisio, Mario Tessuto, Vittorio Congia, Piero Mazzarella, Stelvio Rosi Silvia Dionisio Mario Tessuto Vittorio Congia Piero Mazzarella Stelvio Rosi
IMDB Rating: 4.8
Available in 32 countries",Comedy
722,netflix_titles.csv,Bo Burnham: what. Bo Burnham what,"Left brain and right brain duke it out and then belt out a tune in comedian Bo Burnham's quick and clever one-man show. As intelligent as he is lanky, Burnham cynically pokes at pop entertainment while offering unadulterated showmanship of his own.
    
Genre: Comedy, Music
Type: movie
Release Year: 2013
Director: Christopher Storer
Actors: Bo Burnham
IMDB Rating: 8.3
Available in 105 countries",Comedy
723,netflix_titles.csv,My Failing Eyesight,"It tells a story about a free-spirited older couple, Pak Atan and Mak Inom who decide to spend more time in the country after getting tired of city life. But they find that life in the old village isn't a good thing when they get cheated by a distant relative, Yem, out of some money. They cut him off and Yem plots revenge. Meanwhile, in the city, the couple's daughter Orked is being wooed by a young gentleman,
    
Genre: Drama, Family, Romance
Type: movie
Release Year: 2003
Director: Yasmin Ahmad
Actors: M. Rajoli, Kartina Aziz, Ho Yuhang, Noorkhiriah, Rozie Rashid M Rajoli Kartina Aziz Ho Yuhang Noorkhiriah Rozie Rashid
IMDB Rating: 7.3
Available in 84 countries",Drama
724,netflix_titles.csv,Dügün Dernek,"Ismail's son, Tarik returns to his village after long years of being away and announces that he is engaged to a Latvian woman named Nugesha and although he doesn't have the means for it, Ismail still wants to be the one who pays for the expenses of the wedding. Several problems ensue as he tries to make sure that there is enough money for the wedding.
    
Genre: Comedy
Type: movie
Release Year: 2013
Director: Selçuk Aydemir
Actors: Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız Ahmet Kural Murat Cemcir Rasim Öztekin Devrim Yakut Barış Yıldız
IMDB Rating: 6.9
Available in 1 countries",Comedy
725,netflix_titles.csv,Queen,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.
    
Genre: Adventure, Comedy, Drama
Type: movie
Release Year: 2013
Director: Vikas Bahl
Actors: Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Ho Kangana Ranaut Rajkummar Rao Lisa Haydon Mish Boyko Jeffrey Ho
IMDB Rating: 8.1
Available in 127 countries",Adventure
726,netflix_titles.csv,Creep,"Looking for work, Aaron comes across a cryptic online ad: “$1,000 for the day. Filming service. Discretion is appreciated.” Low on cash and full of naiveté, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.
    
Genre: Horror, Thriller
Type: movie
Release Year: 2014
Director: Patrick Brice
Actors: Mark Duplass, Patrick Brice, Katie Aselton Mark Duplass Patrick Brice Katie Aselton
IMDB Rating: 6.3
Available in 130 countries",Horror
727,netflix_titles.csv,The Battered Bastards of Baseball,"Hollywood veteran Bing Russell creates the only independent baseball team in the country—alarming the baseball establishment and sparking the meteoric rise of the 1970s Portland Mavericks.
    
Genre: Documentary, Sport
Type: movie
Release Year: 2014
Director: Chapman Way
Actors: Kurt Russell, Todd Field, Jim Bouton, Lou Russell, Ken Wheeler Kurt Russell Todd Field Jim Bouton Lou Russell Ken Wheeler
IMDB Rating: 8.0
Available in 129 countries",Documentary
728,netflix_titles.csv,Mitt,"A filmmaker is granted unprecedented access to a political candidate and his family as he runs for President.
    
Genre: Biography, Documentary, Family
Type: movie
Release Year: 2014
Director: Greg Whiteley
Actors: Mitt Romney, Candy Crowley, Eric Draper, Jim Lehrer, John McCain Mitt Romney Candy Crowley Eric Draper Jim Lehrer John McCain
IMDB Rating: 6.9
Available in 100 countries",Biography
729,netflix_titles.csv,Hasee Toh Phasee,"On the eve of Nikhil and Karishma’s engagement, Karishma’s wealthy father, Devesh Solanki, expresses his disapproval, believing Nikhil to be a lackadaisical young man. With one week to prove himself worthy to marry Karishma, Nikhil and Karishma's sister, Meeta, grow closer to each other.
    
Genre: Comedy, Romance
Type: movie
Release Year: 2014
Director: Vinil Mathew
Actors: Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Sharat Saxena Sidharth Malhotra Parineeti Chopra Adah Sharma Manoj Joshi Sharat Saxena
IMDB Rating: 6.8
Available in 127 countries",Comedy
730,netflix_titles.csv,Miss Granny,"An unappreciated old granny magically turns 20 years old again and decides to make the most of her newfound youth.
    
Genre: Comedy, Fantasy, Music
Type: movie
Release Year: 2014
Director: Hwang Dong-hyuk Hwang Donghyuk
Actors: Shim Eun-kyung, Na Moon-hee, Lee Jin-uk, Jung Jin-young, Park In-hwan Shim Eunkyung Na Moonhee Lee Jinuk Jung Jinyoung Park Inhwan
IMDB Rating: 7.2
Available in 91 countries",Comedy
731,netflix_titles.csv,Print the Legend,"3D printing is changing the world – from printing guns and human organs to dismantling the world’s industrial infrastructure by enabling home manufacturing. The 3D Printing revolution has begun. Who will make it?
    
Genre: Biography, Documentary, Drama
Type: movie
Release Year: 2014
Director: Luis Lopez
Actors: Chris Anderson, Bruce Bradshaw, Craig Broady, Bill Buell, Michael Calore Chris Anderson Bruce Bradshaw Craig Broady Bill Buell Michael Calore
IMDB Rating: 7.0
Available in 127 countries",Biography
732,netflix_titles.csv,That Demon Within,"By a strange twist of fate, dutiful Hong Kong policeman Dan saves the life of the leader of a violent gang of armed robbers.  When they commit another crime, Dan is determined to put an end to their activities.  He works with the leader, whom the gang had betrayed, to engineer a plan to wreak havoc within the gang and let the gangsters kill one another.  But it becomes increasingly obvious to Dan and to his colleagues that Dan is suffering from a severe mental disorder, and Dan finds that instead of upholding the law as a righteous police officer, he has now become a fugitive wanted for murder.
    
Genre: Action, Crime, Horror
Type: movie
Release Year: 2014
Director: Dante Lam Chiu-Yin Dante Lam ChiuYin
Actors: Daniel Wu, Nick Cheung Ka-Fai, Andy On Chi-Kit, Liu Kai-Chi, Christie Chen Daniel Wu Nick Cheung KaFai Andy On ChiKit Liu KaiChi Christie Chen
IMDB Rating: 5.9
Available in 98 countries",Action
733,netflix_titles.csv,One by Two,"This is the story of Amit and Samara - two souls in Mumbai, a city of millions and how the universe conspires to bring them together. This is a coming of age film about how two people are destined to meet but only when their individual lives are ready for each other. Through a chance encounter, a series of coincidences and fates helping hand, Amit and Samaras lives intersect and affect each other. Whether they can find their true paths or not, only time will tell.
    
Genre: Comedy, Drama, Romance
Type: movie
Release Year: 2014
Director: Devika Bhagat
Actors: Abhay Deol, Preeti Desai, Tahir Raj Bhasin, Geetika Tyagi, Lillete Dubey Abhay Deol Preeti Desai Tahir Raj Bhasin Geetika Tyagi Lillete Dubey
IMDB Rating: 3.9
Available in 112 countries",Comedy
734,netflix_titles.csv,Zum Zum Zum 2: It'll Happen to You Too Zum Zum Zum 2 Itll Happen to You Too,"While happily engaged to Rosalia, Tony has the misfortune of falling for a vibrant pilot named Valeria — and that’s just the beginning of his problems.
    
Genre: Comedy, Musical
Type: movie
Release Year: 1969
Director: Bruno Corbucci
Actors: Little Tony, Isabella Savona, Dolores Palumbo, Enzo Cannavale, Nino Terzo Little Tony Isabella Savona Dolores Palumbo Enzo Cannavale Nino Terzo
IMDB Rating: 5.3
Available in 33 countries",Comedy
735,netflix_titles.csv,Question Mark,"In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships, and other struggles.
    
Genre: Drama
Type: movie
Release Year: 2011
Director: Hanung Bramantyo
Actors: Agus Kuncoro, Revalina S. Temat, Rio Dewanto, Reza Rahadian, Henky Solaiman Agus Kuncoro Revalina S Temat Rio Dewanto Reza Rahadian Henky Solaiman
IMDB Rating: 7.0
Available in 45 countries",Drama
736,netflix_titles.csv,Recep Ivedik 4,"Recep Ivedik coaches the children football team in his neighborhood. For the training he uses the only free piece of land as football field on which he used to play football as a child. Recep notices sadly that this piece of land was sold to a businessman. So as not to loose this for the neighborhood and the children valuable piece of land he decides to re-buy it on his own. With his own methods he does not receive the money. The participation in a competition with a big price is the only solution of his problem ...
    
Genre: Comedy
Type: movie
Release Year: 2014
Director: Togan Gökbakar
Actors: Şahan Gökbakar, İrfan Kangı, Cem Korkmaz, Barış Bulut, Ece İncebay Şahan Gökbakar İrfan Kangı Cem Korkmaz Barış Bulut Ece İncebay
IMDB Rating: 3.8
Available in 1 countries",Comedy
737,netflix_titles.csv,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.
    
Genre: Adventure, Comedy, Fantasy
Type: movie
Release Year: 2015
Director: Rob Letterman
Actors: Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee Jack Black Dylan Minnette Odeya Rush Amy Ryan Ryan Lee
IMDB Rating: 6.3
Available in 24 countries",Adventure
738,netflix_titles.csv,"The Other One: The Long, Strange Trip of Bob Weir The Other One The Long Strange Trip of Bob Weir","Drop out of school to ride with the Merry Pranksters. Form America’s most enduring jam band. Become a family man and father. Never stop chasing the muse. Bob Weir took his own path to and through superstardom as rhythm guitarist for The Grateful Dead. Mike Fleiss re-imagines the whole wild journey in this magnetic rock doc and concert film, with memorable input from bandmates, contemporaries, followers, family, and, of course, the inimitable Bob Weir himself.
    
Genre: Biography, Documentary, Music
Type: movie
Release Year: 2014
Director: Mike Fleiss
Actors: Bob Weir
IMDB Rating: 7.3
Available in 129 countries",Biography
739,netflix_titles.csv,The Royal Bengal Tiger,"Abhirup is a typical Bengali guy who has a happy family but he doesn't know how to protest. Everything was going very good but suddenly from his office to his personal life so many problems accrued in his life due to his scaredy attitude. Then his imaginary childhood friend Anjan comes into his life and changes his life completely.
    
Genre: Thriller
Type: movie
Release Year: 2014
Director: Rajesh Ganguly
Actors: Shraddha Das, Jeet, Priyanka Sarkar, Abir Chatterjee, Shantilal Mukherjee Shraddha Das Jeet Priyanka Sarkar Abir Chatterjee Shantilal Mukherjee
IMDB Rating: 6.8
Available in 114 countries",Thriller
740,netflix_titles.csv,Jim Gaffigan: Obsessed Jim Gaffigan Obsessed,"Jim Gaffigan bursts back on the scene with this eagerly anticipated fourth comedy special. Dubbed the ""King of Clean Comedy"" by The Wall Street Journal, Jim's obsession with all things food comes to fruition on Obsessed as he tackles a cornucopia of new food topics from fruit to seafood to donuts. Get ready for 70 minutes of non-stop laughs at Jim's twisted-yet-enlightened observations on the seemingly mundane topics that have made him a fixture in the comedy world for audiences of all ages.
    
Genre: Comedy, Documentary
Type: movie
Release Year: 2014
Director: Jay Chapman
Actors: Jim Gaffigan
IMDB Rating: 7.6
Available in 128 countries",Comedy
741,netflix_titles.csv,"Crouching Tiger, Hidden Dragon: Sword of Destiny Crouching Tiger Hidden Dragon Sword of Destiny","A story of lost love, young love, a legendary sword and one last opportunity at redemption.
    
Genre: Action, Adventure, Drama
Type: movie
Release Year: 2016
Director: Yuen Wo-Ping Yuen WoPing
Actors: Donnie Yen, Michelle Yeoh, Jason Scott Lee, Natasha Liu Bordizzo, Harry Shum Jr. Donnie Yen Michelle Yeoh Jason Scott Lee Natasha Liu Bordizzo Harry Shum Jr
IMDB Rating: 6.1
Available in 129 countries",Action
742,netflix_titles.csv,Virunga,"Virunga in the Democratic Republic of the Congo is Africa’s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the park’s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.
    
Genre: Documentary, War
Type: movie
Release Year: 2014
Director: Orlando von Einsiedel
Actors: André Bauma, Emmanuel de Merode, Mélanie Gouby, Rodrigue Mugaruka Katembo, Vianney Kazarama André Bauma Emmanuel de Merode Mélanie Gouby Rodrigue Mugaruka Katembo Vianney Kazarama
IMDB Rating: 8.1
Available in 129 countries",Documentary
743,netflix_titles.csv,The Perfect Dictatorship,"TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Governor Vargas worried about his political future, decides to clean his image and negotiates a billionaire secret agreement with the owners of the TV Corporation. Carlos Rojo, an ambitious young news producer, and Ricardo Diaz, TV network star reporter, are responsible for making a dirty campaign to change the image the public has of the corrupt Governor and make him, at any cost, a political star and a great presidential candidate. Mexican Television believes that democracy is a farce and has already placed one President... Will they do it again?
    
Genre: Comedy, Drama
Type: movie
Release Year: 2014
Director: Luis Estrada
Actors: Damián Alcázar, Alfonso Herrera, Joaquín Cosío, Osvaldo Benavides, Silvia Navarro Damián Alcázar Alfonso Herrera Joaquín Cosío Osvaldo Benavides Silvia Navarro
IMDB Rating: 7.2
Available in 129 countries",Comedy
744,netflix_titles.csv,L'oro di Scampia Loro di Scampia,"In a neighborhood overrun by crime, Enzo opens a judo school to help at-risk teens onto a different path and guide his son toward Olympic gold.
    
Genre: Biography, Drama, Sport
Type: movie
Release Year: 2014
Director: Marco Pontecorvo
Actors: Giuseppe Fiorello, Gianluca Di Gennaro, Anna Foglietta, Gaetano Bruno, Anna Bellezza Giuseppe Fiorello Gianluca Di Gennaro Anna Foglietta Gaetano Bruno Anna Bellezza
IMDB Rating: 6.8
Available in 33 countries",Biography
745,netflix_titles.csv,Stand by Me Doraemon,"Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.
    
Genre: Animation, Comedy, Drama
Type: movie
Release Year: 2014
Director: Takashi Yamazaki
Actors: Wasabi Mizuta, Megumi Oohara, Yumi Kakazu, Subaru Kimura, Tomokazu Seki Wasabi Mizuta Megumi Oohara Yumi Kakazu Subaru Kimura Tomokazu Seki
IMDB Rating: 7.3
Available in 130 countries",Animation
746,netflix_titles.csv,Sisters,"Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.
    
Genre: Comedy
Type: movie
Release Year: 2015
Director: Jason Moore
Actors: Amy Poehler, Tina Fey, Maya Rudolph, Dianne Wiest, John Leguizamo Amy Poehler Tina Fey Maya Rudolph Dianne Wiest John Leguizamo
IMDB Rating: 6.0
Available in 128 countries",Comedy
747,netflix_titles.csv,Pacific Rim: Uprising Pacific Rim Uprising,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.
    
Genre: Action, Adventure, Sci-Fi
Type: movie
Release Year: 2018
Director: Steven S. DeKnight Steven S DeKnight
Actors: John Boyega, Scott Eastwood, Cailee Spaeny, Jing Tian, Rinko Kikuchi John Boyega Scott Eastwood Cailee Spaeny Jing Tian Rinko Kikuchi
IMDB Rating: 5.6
Available in 130 countries",Action
748,netflix_titles.csv,Excuse My French,"A Christian kid suddenly is forced to go to a public school after his father dies and because of a misunderstanding everyone thinks that he's a Muslim.
    
Genre: Comedy, Drama
Type: movie
Release Year: 2014
Director: Amr Salama
Actors: Ahmed Dash, Moaz Nabil, Kinda Alloush, Bayoumi Fouad, Samia Asaad Ahmed Dash Moaz Nabil Kinda Alloush Bayoumi Fouad Samia Asaad
IMDB Rating: 7.5
Available in 90 countries",Comedy
749,netflix_titles.csv,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.
    
Genre: Action, Adventure, Animation
Type: movie
Release Year: 2014
Director: Simon J. Smith Simon J Smith
Actors: Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich
IMDB Rating: 6.6
Available in 120 countries",Action
750,netflix_titles.csv,Beyond Skyline,"Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.
    
Genre: Action, Adventure, Horror
Type: movie
Release Year: 2017
Director: Liam O'Donnell Liam ODonnell
Actors: Frank Grillo, Bojana Novaković, Iko Uwais, Yayan Ruhian, Callan Mulvey Frank Grillo Bojana Novaković Iko Uwais Yayan Ruhian Callan Mulvey
IMDB Rating: 5.3
Available in 75 countries",Action
751,netflix_titles.csv,Salaakhen,"Separated by tragedy, two virtually inseparable childhood friends meet again, only to fall in love this time.
    
Genre: Action, Thriller
Type: movie
Release Year: 1975
Director: A. Salaam A Salaam
Actors: Shashi Kapoor, Sulakshana Pandit, Amrish Puri, A.K. Hangal, Mehmood Shashi Kapoor Sulakshana Pandit Amrish Puri AK Hangal Mehmood
IMDB Rating: 5.7
Available in 81 countries",Action
752,netflix_titles.csv,Daddy's Home Daddys Home,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.
    
Genre: Comedy, Family
Type: movie
Release Year: 2015
Director: Sean Anders
Actors: Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church, Scarlett Estevez Will Ferrell Mark Wahlberg Linda Cardellini Thomas Haden Church Scarlett Estevez
IMDB Rating: 6.2
Available in 113 countries",Comedy
753,netflix_titles.csv,Trailer Park Boys: Live in F**kin' Dublin Trailer Park Boys Live in Fkin Dublin,"The boys head to Ireland after winning a contest to see Rush but are arrested by immigration and must perform a community service puppet show.
    
Genre: Comedy
Type: movie
Release Year: 2014
Director: John Paul Tremblay
Actors: John Paul Tremblay, Robb Wells, Mike Smith, Patrick Roach, Jeff Babineau John Paul Tremblay Robb Wells Mike Smith Patrick Roach Jeff Babineau
IMDB Rating: 6.2
Available in 116 countries",Comedy
754,netflix_titles.csv,King Arthur: Legend of the Sword King Arthur Legend of the Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.
    
Genre: Action, Adventure, Drama
Type: movie
Release Year: 2017
Director: Guy Ritchie
Actors: Charlie Hunnam, Jude Law, Astrid Bergès-Frisbey, Eric Bana, Djimon Hounsou Charlie Hunnam Jude Law Astrid BergèsFrisbey Eric Bana Djimon Hounsou
IMDB Rating: 6.7
Available in 36 countries",Action
755,netflix_titles.csv,Humpty Sharma Ki Dulhania,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2.5 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.
    
Genre: Comedy, Drama, Romance
Type: movie
Release Year: 2014
Director: Shashank Khaitan
Actors: Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Aditya Sharma Varun Dhawan Alia Bhatt Ashutosh Rana Sidharth Shukla Aditya Sharma
IMDB Rating: 6.0
Available in 124 countries",Comedy
756,netflix_titles.csv,Happy New Year,"Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.
    
Genre: Action, Comedy, Drama
Type: movie
Release Year: 2014
Director: Farah Khan
Actors: Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Boman Irani, Sonu Sood Shah Rukh Khan Deepika Padukone Abhishek Bachchan Boman Irani Sonu Sood
IMDB Rating: 5.0
Available in 129 countries",Action
757,netflix_titles.csv,Unfriended,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.
    
Genre: Horror, Mystery, Thriller
Type: movie
Release Year: 2014
Director: Levan Gabriadze
Actors: Shelley Hennig, Heather Sossaman, Renee Olstead, Matthew Bohrer, Moses Storm Shelley Hennig Heather Sossaman Renee Olstead Matthew Bohrer Moses Storm
IMDB Rating: 5.6
Available in 114 countries",Horror
